Plot ID,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Crown_cover....,Forest_Types,Scientific_me,Family,Height_cm,Cover.
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,60,Warm broad leaved forest (500-1500),Arisaema tortuosum,Araceae,16,12
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,60,Warm broad leaved forest (500-1500),Arisaema serratum,Araceae,20,8
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,60,Warm broad leaved forest (500-1500),Blastus cochinchinensis,Bixaceae,16,2
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,35,Warm broad leaved forest (500-1500),Arisaema concinnum,Araceae,5,3
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,70,Warm broad leaved forest (500-1500),Amischotolype hispida,Myrsiceae,5,2
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,40,Warm broad leaved forest (500-1500),Alpinia malaccensis,Zingiberaceae,5,3
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,20,Warm broad leaved forest (500-1500),Alpinia malaccensis,Zingiberaceae,5,3
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,40,Warm broad leaved forest (500-1500),Sida acuta,Malvaceae,7,6
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,40,Warm broad leaved forest (500-1500),Siegesbeckia orientalis,Malvaceae,25,50
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,50,Cool broadleaved forest (1500-3000),Digitaria ciliaris,Gramineae,9,2
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,50,Cool broadleaved forest (1500-3000),Digitaria ciliaris,Gramineae,10,2
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,50,Cool broadleaved forest (1500-3000),Digitaria ciliaris,Gramineae,8,3
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,50,Cool broadleaved forest (1500-3000),Digitaria ciliaris,Gramineae,5,5
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,30,Cool broadleaved forest (1500-3000),Digitaria ciliaris,Gramineae,6,5
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Strobilanthes spp,Acanthaceae,3,2
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Thysanolae latifolia,Gesneriaceae,9,10
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Urtica dioica,Urticaceae,35,30
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Strobilanthus exserta,Acanthaceae,7,20
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Strobilanthes penstemonoides,Acanthaceae,15,15
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Strobilanthes crispa,Acanthaceae,0.6,2
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,30,Cool broadleaved forest (1500-3000),Strobilanthes cusia,Acanthaceae,0.75,4
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,60,Cool broadleaved forest (1500-3000),Solanum spp,Solaceae,18,4
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,20,Cool broadleaved forest (1500-3000),Salvia coerulea,Labiatae,10,1
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,20,Cool broadleaved forest (1500-3000),Solanum anguivi,Solaceae,3,3
15,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,21,Cool broadleaved forest (1500-3000),Pogostemon amaranthoides,Labiatae,13,2
15,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,22,Cool broadleaved forest (1500-3000),Pollia hasskarlii,Commeliceae,50,4
15,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,23,Cool broadleaved forest (1500-3000),Potentilla indica,Rosaceae,100,12
16,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,180,50,Cool broadleaved forest (1500-3000),Pliea bractosa,Umbelliferae,6,4
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,60,Cool broadleaved forest (1500-3000),Plectranthus spp,Labiatae,45,2
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,40,Cool broadleaved forest (1500-3000),Plantago major,Plantagiceae,4,5
18,1696,27.085629,90.378053,15,16.41,2145.84,882.18,2302.69,135,60,Cool broadleaved forest (1500-3000),Plantago major,Plantagiceae,0,0
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,30,Warm broad leaved forest (500-1500),Impatiens exilis,Balsamiceae,5,3
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,30,Warm broad leaved forest (500-1500),Impatiens exilis,Balsamiceae,65,5
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,30,Warm broad leaved forest (500-1500),Curcuma aromatica,Zingiberaceae,15,2
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,30,Warm broad leaved forest (500-1500),Maoutia puya,Urticaceae,20,32
23,1196,27.052481,90.328958,30,19.08,2081.61,937.68,2091.15,0,85,Warm broad leaved forest (500-1500),Euphorbia indica,Euphorbiaceae,25,3
23,1196,27.052481,90.328958,30,19.08,2081.61,937.68,2091.15,0,85,Warm broad leaved forest (500-1500),Euphorbia indica,Euphorbiaceae,6,2
24,1196,27.052481,90.328958,30,19.08,2081.61,937.68,2091.15,0,86,Warm broad leaved forest (500-1500),Impatiens exilis,Balsamiceae,12,13
24,1196,27.052481,90.328958,30,19.08,2081.61,937.68,2091.15,0,87,Warm broad leaved forest (500-1500),Axonopus compressus,Gramineae,10,2
25,1227,27.050532,90.317169,18,18.91,2321.9,933.39,2371.74,0,5,Warm broad leaved forest (500-1500),Cynoglossum furcatum,Boragiceae,12,5
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Impatiens arguta,Balsamiceae,6,7
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Desmodium triflorum,Leguminosae,12,6
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Desmodium triflorum,Leguminosae,11,11
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Pellionia radicans,Convallariaceae,8,3
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Impatiens arguta,Balsamiceae,5,5
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Impatiens arguta,Balsamiceae,4,2
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Commeli maculate,Commeliceae,8,3
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Impatiens arguta,Balsamiceae,11,75
27,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,0,90,Warm broad leaved forest (500-1500),Impatiens arguta,Balsamiceae,13,6
28,1223,27.058107,90.311665,1,18.95,2609.57,935.49,2733.62,90,65,Warm broad leaved forest (500-1500),Commeli benghalensis,Commeliceae,7,6
28,1223,27.058107,90.311665,1,18.95,2609.57,935.49,2733.62,90,65,Warm broad leaved forest (500-1500),Commeli hasskarlii,Commeliceae,6,3
29,1318,27.057149,90.302347,17,18.42,2301.2,923.41,2376.61,45,72,Warm broad leaved forest (500-1500),Sajesbeckia orientalis,Alismataceae,5,32
29,1318,27.057149,90.302347,17,18.42,2301.2,923.41,2376.61,45,72,Warm broad leaved forest (500-1500),Rumex nepalensis,Polygoceae,8,15
30,1394,27.066416,90.300928,11,18.03,2357.47,915.87,2482.13,315,85,Warm broad leaved forest (500-1500),Rubia cordifolia,Gramineae,8,3
31,1084,27.047991,90.379133,18,19.69,2324.53,950.73,2362.74,0,70,Warm broad leaved forest (500-1500),Brachiaria romasa,Nyctagiceae,10,2
31,1084,27.047991,90.379133,18,19.69,2324.53,950.73,2362.74,0,70,Warm broad leaved forest (500-1500),Sajesbeckia orientalis,Alismataceae,10,3
32,1089,27.048535,90.371103,17,19.66,2342.08,950.22,2386.01,315,60,Warm broad leaved forest (500-1500),Rubia cordifolia,Gramineae,15,10
33,1129,27.05076,90.36301,14,19.45,2387.44,945.69,2448.67,45,75,Warm broad leaved forest (500-1500),Rubia cordifolia,Gramineae,15,10
34,1133,27.046918,90.357621,4,19.42,2615.16,944.38,2688.49,315,30,Warm broad leaved forest (500-1500),Strobilanthes penstemonoides,Acanthaceae,6,5
34,1133,27.046918,90.357621,4,19.42,2615.16,944.38,2688.49,315,30,Warm broad leaved forest (500-1500),Brachiaria romasa,Nyctagiceae,10,15
35,1137,27.048838,90.349776,15,19.4,2383.87,944.28,2436.14,45,70,Warm broad leaved forest (500-1500),Strobilanthes cusia,Acanthaceae,4,2
36,1116,27.049777,90.341168,3,19.52,2619.48,947.11,2707.3,45,65,Warm broad leaved forest (500-1500),Strobilanthes crispa,Acanthaceae,7,6
36,1116,27.049777,90.341168,3,19.52,2619.48,947.11,2707.3,45,65,Warm broad leaved forest (500-1500),Pouzolzia hirta,Urticaceae,13,2
37,1149,27.052219,90.345597,25,19.34,2171.84,943.5,2200.52,180,40,Warm broad leaved forest (500-1500),Pouzolzia hirta,Urticaceae,13,2
38,1138,27.053609,90.353978,3,19.4,2589.61,945.17,2690.87,180,25,Warm broad leaved forest (500-1500),Potentilla indica,Rosaceae,3,13
38,1138,27.053609,90.353978,3,19.4,2589.61,945.17,2690.87,180,25,Warm broad leaved forest (500-1500),Pollia hasskarlii,Commeliceae,4,3
39,1170,27.055799,90.359268,7,19.23,2492.68,941.63,2591.44,135,60,Warm broad leaved forest (500-1500),Pogostemon amaranthoides,Labiatae,5,25
39,1170,27.055799,90.359268,7,19.23,2492.68,941.63,2591.44,135,60,Warm broad leaved forest (500-1500),Asystasia macrocarpa,Acanthaceae,8,10
40,1598,27.067908,90.385628,10,16.91,2347.73,890.69,2471.04,45,50,Cool broadleaved forest (1500-3000),Pseudoploymorph stachy,Compositae,7,1
41,1477,27.063062,90.387096,25,17.56,2095.06,904.79,2148.69,315,50,Warm broad leaved forest (500-1500),Pseudogphalium affine,Compositae,3,2
41,1477,27.063062,90.387096,25,17.56,2095.06,904.79,2148.69,315,50,Warm broad leaved forest (500-1500),Polypogon fugax,Gramineae,6,4
42,1474,27.058455,90.387378,12,17.57,2369.77,904.19,2457.08,135,60,Warm broad leaved forest (500-1500),Polypogon fugax,Gramineae,6,4
43,1288,27.059817,90.384143,15,18.59,2303.64,927.73,2388.55,270,95,Warm broad leaved forest (500-1500),Polypogon fugax,Gramineae,6,4
44,1153,27.056613,90.382922,6,19.33,2501.53,943.93,2604.4,135,50,Warm broad leaved forest (500-1500),Persicaria runcite,Polygoceae,4,12
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Gomphostemma parviflorum,Labiatae,16,1
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Girardi diversifolia,Rosaceae,14,3
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Globba racemosa,Zingiberaceae,13,1
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Geum aleppicum,Rosaceae,45,90
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Persicaria nepalensis,Polygoceae,10,1
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Geum urbanum,Rosaceae,17,2
45,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,180,10,Warm broad leaved forest (500-1500),Justicia santapaui,Acanthaceae,0.25,4
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,60,Warm broad leaved forest (500-1500),Justicia santapaui,Acanthaceae,0.25,4
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,40,Warm broad leaved forest (500-1500),Rumex nepalensis,Polygoceae,4,2
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,40,Warm broad leaved forest (500-1500),Sajesbeckia orientalis,Alismataceae,3,15
48,1087,27.058336,90.395895,17,19.69,2272.24,952.54,2347.25,90,70,Warm broad leaved forest (500-1500),Rubia cordifolia,Gramineae,3,1
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,70,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,8,1
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,70,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,8,1
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,60,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,6,4
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,45,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,30,10
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,35,Cool broadleaved forest (1500-3000),Oxalis corymbosa,Oxalidaceae,9,1
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,35,Cool broadleaved forest (1500-3000),Oxyspora paniculata,Melastomataceae,7,1
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,35,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,16,3
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,30,Warm broad leaved forest (500-1500),Solunum khasinum,Compositae,16,3
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,50,Warm broad leaved forest (500-1500),Oxalis corniculata,Oxalidaceae,7,2
56,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,45,75,Warm broad leaved forest (500-1500),Oxalis corniculata,Oxalidaceae,7,2
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,45,Warm broad leaved forest (500-1500),Oplismenus hirtellus,Gramineae,10,2
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,45,Warm broad leaved forest (500-1500),Oplismenus undulatifolious,Gramineae,12,12
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,45,Warm broad leaved forest (500-1500),Oplismenus burmannii,Gramineae,12,3
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,60,Cool broadleaved forest (1500-3000),Cynoglossum furcatum,Boragiceae,8,2
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,90,Cool broadleaved forest (1500-3000),Cynoglossum furcatum,Boragiceae,4,1
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,90,Cool broadleaved forest (1500-3000),Cynoglossum furcatum,Boragiceae,14,2
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,90,Cool broadleaved forest (1500-3000),Cynoglossum furcatum,Boragiceae,14,2
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,50,Cool broadleaved forest (1500-3000),Hedychium deceptum,Zingiberaceae,7,1
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,50,Cool broadleaved forest (1500-3000),Cynoglossum furcatum,Boragiceae,1,2
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,50,Cool broadleaved forest (1500-3000),Hedychium cororium,Zingiberaceae,7,3
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,50,Cool broadleaved forest (1500-3000),Hedychium deceptum,Zingiberaceae,9,4
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,10,Cool broadleaved forest (1500-3000),Hedychium cororium,Zingiberaceae,2,20
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,10,Cool broadleaved forest (1500-3000),Solanum anguivi,Solaceae,9,6
63,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,270,40,Cool broadleaved forest (1500-3000),Globba racemosa,Zingiberaceae,6,2
63,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,270,40,Cool broadleaved forest (1500-3000),Gomphostemma parviflorum,Labiatae,3,5
63,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,270,40,Cool broadleaved forest (1500-3000),Pellionia radicans,Convallariaceae,1,25
64,1482,27.05384,90.465645,31,17.52,2025.6,902.22,2018.13,180,60,Warm broad leaved forest (500-1500),Pellionia radicans,Convallariaceae,1,25
65,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,0,30,Warm broad leaved forest (500-1500),Gomphostemma parviflorum,Labiatae,2,6
65,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,0,30,Warm broad leaved forest (500-1500),Geum aleppicum,Rosaceae,3,8
65,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,0,30,Warm broad leaved forest (500-1500),Girardi diversifolia,Rosaceae,3,4
65,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,0,30,Warm broad leaved forest (500-1500),Geum urbanum,Rosaceae,2,7
65,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,0,30,Warm broad leaved forest (500-1500),Salvia coerulea,Labiatae,9,7
66,1380,27.055521,90.462233,34,18.08,1962.54,915.32,1947.47,270,40,Warm broad leaved forest (500-1500),Globba racemosa,Zingiberaceae,8,3
66,1380,27.055521,90.462233,34,18.08,1962.54,915.32,1947.47,270,40,Warm broad leaved forest (500-1500),Girardi diversifolia,Rosaceae,12,7
66,1392,27.037402,90.420951,35,17.98,2065.88,910,1995,315,75,Warm broad leaved forest (500-1500),Girardi diversifolia,Rosaceae,12,7
67,1220,27.03528,90.381268,8,18.92,2610.82,931.05,2626.57,0,60,Warm broad leaved forest (500-1500),Piper betleoides,Piperaceae,4,2
68,1220,27.036181,90.387166,12,18.92,2521.89,931.24,2531.49,45,50,Warm broad leaved forest (500-1500),Pilea pumila,Urticaceae,5,6
69,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,0,30,Warm broad leaved forest (500-1500),Phryma leptostachya,Phrymaceae,1,4
69,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,0,30,Warm broad leaved forest (500-1500),Phrynium pubinerve,Marantaceae,3,6
69,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,0,30,Warm broad leaved forest (500-1500),Phrynium placentarium,Marantaceae,2,2
69,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,0,30,Warm broad leaved forest (500-1500),Pennisetum clandestinum,Gramineae,8,6
70,1257,27.032674,90.398707,4,18.71,2708.12,925.87,2719.36,0,20,Warm broad leaved forest (500-1500),Peliosanthes macrophylla,Convallariaceae,7,3
70,1257,27.032674,90.398707,4,18.71,2708.12,925.87,2719.36,0,20,Warm broad leaved forest (500-1500),Pellionia radicans,Convallariaceae,5,5
70,1257,27.032674,90.398707,4,18.71,2708.12,925.87,2719.36,0,20,Warm broad leaved forest (500-1500),Paspalum pasloides,Gramineae,9,2
71,1345,27.030486,90.394509,15,18.22,2500.56,914.41,2477.78,45,30,Warm broad leaved forest (500-1500),Oxalis corymbosa,Oxalidaceae,50,4
71,1345,27.030486,90.394509,15,18.22,2500.56,914.41,2477.78,45,30,Warm broad leaved forest (500-1500),Palisota Hiruta,Ranunculaceae,15,12
71,1345,27.030486,90.394509,15,18.22,2500.56,914.41,2477.78,45,30,Warm broad leaved forest (500-1500),Oxyspora paniculata,Melastomataceae,30,50
72,1401,27.028993,90.388953,6,17.91,2696.28,907.1,2686.85,0,35,Warm broad leaved forest (500-1500),Oplismenus undulatifolious,Gramineae,20,1
72,1401,27.028993,90.388953,6,17.91,2696.28,907.1,2686.85,0,35,Warm broad leaved forest (500-1500),Oxalis corniculata,Oxalidaceae,10,3
73,1505,27.02561,90.384529,11,17.33,2619.34,893.38,2584.51,45,40,Cool broadleaved forest (1500-3000),Oplismenus hirtellus,Gramineae,30,6
74,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,0,30,Cool broadleaved forest (1500-3000),Axonopus compressus,Gramineae,35,7
74,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,0,30,Cool broadleaved forest (1500-3000),Ophiopogon japonicus,Convallariaceae,8,10
74,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,0,30,Cool broadleaved forest (1500-3000),Oplismenus burmannii,Gramineae,3,2
74,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,0,30,Cool broadleaved forest (1500-3000),Axonopus compressus,Gramineae,7,5
75,1534,27.024978,90.394243,15,17.17,2540.37,889.62,2492.72,0,90,Cool broadleaved forest (1500-3000),Geum urbanum,Rosaceae,28,6
76,1615,27.03769,90.428029,3,16.76,2684.77,882.18,2711.98,225,60,Cool broadleaved forest (1500-3000),Arisaema flavum,Araceae,23,2
76,1615,27.03769,90.428029,3,16.76,2684.77,882.18,2711.98,225,60,Cool broadleaved forest (1500-3000),Rumex nepalensis,Polygoceae,4,6
77,1587,27.034607,90.425941,24,16.9,2288.43,885.03,2248.21,0,60,Cool broadleaved forest (1500-3000),Rumex nepalensis,Polygoceae,4,6
78,1458,27.032986,90.423497,16,17.61,2456.04,900.81,2436.72,225,70,Warm broad leaved forest (500-1500),Rumex nepalensis,Polygoceae,10,3
79,1520,27.030838,90.423961,36,17.26,2089.44,892.61,1990.54,270,85,Cool broadleaved forest (1500-3000),Rumex nepalensis,Polygoceae,5,1
80,1406,27.034398,90.420663,43,17.89,1941.72,907.61,1823.63,225,45,Warm broad leaved forest (500-1500),Rumex nepalensis,Polygoceae,5,1
80,1406,27.034398,90.420663,43,17.89,1941.72,907.61,1823.63,225,46,Warm broad leaved forest (500-1500),Solunum khasinum,Compositae,8,6
80,1406,27.034398,90.420663,43,17.89,1941.72,907.61,1823.63,225,47,Warm broad leaved forest (500-1500),Solunum khasinum,Compositae,16,3
82,1318,27.017551,90.507153,18,18.34,2507.4,915.06,2416.77,225,45,Cool broadleaved forest (1500-3000),Solunum khasinum,Compositae,16,3
83,1327,27.014709,90.510344,31,18.29,2272.93,913.33,2130.89,225,45,Cool broadleaved forest (1500-3000),Koenigia mollis,Polygoceae,40,10
83,1327,27.014709,90.510344,31,18.29,2272.93,913.33,2130.89,225,45,Cool broadleaved forest (1500-3000),Laportea bulbifera,Verbeceae,0.5,25
84,1314,27.008339,90.514026,35,18.35,2240.99,913.61,2059.78,225,60,Warm broad leaved forest (500-1500),Laportea bulbifera,Verbeceae,0.5,25
85,1367,27.002217,90.518822,20,18.04,2579.36,905.69,2416.02,270,40,Warm broad leaved forest (500-1500),Perilla frutescens,Labiatae,15,40
85,1367,27.002217,90.518822,20,18.04,2579.36,905.69,2416.02,270,40,Warm broad leaved forest (500-1500),Justicia santapaui,Acanthaceae,45,20
85,1367,27.002217,90.518822,20,18.04,2579.36,905.69,2416.02,270,40,Warm broad leaved forest (500-1500),Perilla frutescens,Labiatae,40,30
85,1367,27.002217,90.518822,20,18.04,2579.36,905.69,2416.02,270,40,Warm broad leaved forest (500-1500),Isoglossa colli,Acanthaceae,40,20
86,1284,27.003753,90.524924,10,18.5,2772.76,916.39,2636.42,45,45,Warm broad leaved forest (500-1500),Hydrocotyle javanica,Umbelliferae,28,20
87,1168,27.00755,90.520556,33,19.14,2283.17,931.69,2107.52,45,50,Warm broad leaved forest (500-1500),Perilla frutescens,Labiatae,20,45
88,1083,27.005524,90.528304,15,19.61,2653.88,941.89,2519.57,90,50,Warm broad leaved forest (500-1500),Perilla frutescens,Labiatae,20,45
89,926,27.011474,90.528688,18,20.48,2547.31,962.77,2434.94,135,60,Warm broad leaved forest (500-1500),Elsholtzia fruticosa,Labiatae,30,25
90,734,27.014614,90.532258,32,21.54,2249.62,987.44,2110.15,315,40,Warm broad leaved forest (500-1500),Elsholtzia blanda,Labiatae,1.2,24
91,723,27.019702,90.541347,42,21.61,2028.16,989.88,1865.33,270,45,Warm broad leaved forest (500-1500),Laportea bulbifera,Verbeceae,40,30
91,723,27.019702,90.541347,42,21.61,2028.16,989.88,1865.33,270,45,Warm broad leaved forest (500-1500),Maranta arundicea,Urticaceae,20,42
91,723,27.019702,90.541347,42,21.61,2028.16,989.88,1865.33,270,45,Warm broad leaved forest (500-1500),Koenigia mollis,Polygoceae,50,40
92,761,27.019997,90.545508,29,21.4,2266.11,985.2,2156.38,315,70,Warm broad leaved forest (500-1500),Koenigia mollis,Polygoceae,50,40
93,750,27.020317,90.549593,32,21.46,2206.24,986.64,2086.46,0,50,Warm broad leaved forest (500-1500),Colocasia esculenta,Araceae,0.5,4
93,750,27.020317,90.549593,32,21.46,2206.24,986.64,2086.46,0,50,Warm broad leaved forest (500-1500),Hedychium deceptum,Zingiberaceae,50,5
