Plot ID,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Forest_Types,Scientific_me,Family,Crown_cover....,Count,Cover_percentage,Height_m,Status
2,1327,27.079725,90.317987,12,18.42,2250.9,927.05,2412.92,45,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,45,18,8,1.8,Live
2,1327,27.079725,90.317987,12,18.42,2250.9,927.05,2412.92,45,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,45,1,1,3.5,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,5,2,0.3,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,3,1,0.2,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,60,1,1,0.45,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,6,3,0.8,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,30,8,19,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Piper mullesua,Piperaceae,60,25,7,0.3,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,30,5,0.5,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Cycas pectita,Cycadaceae,60,85,15,1,Live
3,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,225,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,60,30,10,1.6,Live
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,60,6,4,4.5,Live
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,60,20,30,2.4,Live
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,Warm broad leaved forest (500-1500),Ficus cyrtophylla,Moraceae,60,30,7,0.6,Live
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,60,25,7,1.3,Live
4,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,225,Warm broad leaved forest (500-1500),Elatostema acumita,Elaticeae,60,0,7,0.7,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,35,3,2,3.5,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Blumea aromatica,Compositae,35,3,1,0.5,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,35,25,7,0.7,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Boehmeria himiltonia,Urticaceae,35,8,4,1,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Gomphostemma parviflorum,Labiatae,35,23,7,14,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,35,20,7,0.8,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,35,50,30,1.4,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Strobilanthes cellosa,Acanthaceae,35,1,1,2,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,35,15,4,0.8,Live
5,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,180,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,35,30,7,0.9,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,70,4,3,3.5,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Agerati Adenophora,Compositae,70,50,10,0.65,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,70,15,5,0.9,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Boehmeria himiltonia,Urticaceae,70,10,2,0.5,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,70,35,10,0.7,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Pouzolzia sanguinea,Urticaceae,70,3,1,10,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,70,19,5,1,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Piptanthus nepalensis,Leguminosae,70,7,2,0.3,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,70,0,12,7,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Boehmeria platyphylla,Urticaceae,70,12,3,0.3,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,70,15,3,0.4,Live
6,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,270,Warm broad leaved forest (500-1500),Trema micrantha,Umbelliferae,70,5,2,1.2,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Sarcoclamys pulcherrima,Urticaceae,40,15,3,0.2,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Strobilanthes cellosa,Acanthaceae,40,6,6,4.5,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,40,30,10,0.4,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,40,25,8,1,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Koenigia mollis,Polygoceae,40,12,2,0.15,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Maoutia puya,Urticaceae,40,20,7,0.55,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,40,20,4,0.6,Live
7,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,135,Warm broad leaved forest (500-1500),Elatostema sessile,Urticaceae,40,35,8,0.6,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Piper mullesua,Piperaceae,20,12,6,1.8,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,20,3,4,4.5,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,3,4,5,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,35,12,0.65,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,25,15,3.8,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,30,8,0.35,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Elatostema sessile,Urticaceae,20,80,25,0.9,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Boehmeria himiltonia,Urticaceae,20,7,5,2.2,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Eriobotrya dubia,Rosaceae,20,20,4,1.2,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,2,2,1,Live
8,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,135,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,20,15,4,0.5,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,40,8,5,3.5,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,40,6,4,2.5,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Piper mullesua,Piperaceae,40,150,24,0.35,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,40,28,7,0.9,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Strobilanthes cellosa,Acanthaceae,40,5,2,1.5,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Cycas pectita,Cycadaceae,40,12,3,1,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Elatostema sessile,Urticaceae,40,50,10,0.65,Live
9,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,90,Warm broad leaved forest (500-1500),Trema micrantha,Umbelliferae,40,6,4,2.1,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,1,1,1,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,10,3,0.9,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,15,3,0.5,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,4,2,45,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,50,4,2,2.4,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,2,1,0.7,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,50,12,2,0.5,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,50,15,10,2.8,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,50,2,2,2,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,50,10,3,0.6,Live
10,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,225,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,50,120,25,0.85,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,30,20,5,0.6,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,10,2,0.8,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,30,30,7,0.7,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,8,5,2.5,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Trema micrantha,Umbelliferae,30,4,2,1.9,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,1,1,2.6,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,2,2,0.6,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Eriobotrya dubia,Rosaceae,30,20,5,0.5,Live
11,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,225,Cool broadleaved forest (1500-3000),Pavetta Indica,Passifloraceae,30,2,2,2.4,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,30,40,10,0.8,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,20,8,0.8,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,15,3,0.75,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Piper pedicilatum,Piperaceae,30,0,2,1.5,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,30,45,10,0.7,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Koenigia mollis,Polygoceae,30,30,8,0.35,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,5,3,1.8,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,30,0,2,4.5,Live
12,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,180,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,30,15,5,0.7,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,60,2,1,0.7,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,60,20,4,0.5,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,60,7,2,0.8,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,60,20,8,1,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,60,10,6,1,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,60,4,2,0.7,Live
13,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,45,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,60,120,20,0.9,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,20,7,4,2,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Blumea aromatica,Compositae,20,2,1,1,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,20,5,1,0.6,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,20,5,2,1.2,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Boehmeria himiltonia,Urticaceae,20,4,2,1.2,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,20,30,8,0.8,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,20,15,7,2.1,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Strobilanthes cellosa,Acanthaceae,20,5,2,1,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,20,20,7,0.9,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Sarcoclamys pulcherrima,Urticaceae,20,18,5,0.7,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,20,15,5,1.7,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,20,20,6,0.9,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Trema micrantha,Umbelliferae,20,8,3,1.8,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,20,20,5,0.8,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,20,20,12,1.5,Live
14,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,45,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,20,30,8,0.8,Live
16,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,180,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,50,20,8,0.9,Live
16,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,180,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,50,4,2,1.2,Live
16,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,180,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,50,10,3,0.6,Live
16,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,180,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,50,10,3,0.6,Live
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,60,30,6,0.3,Live
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,60,10,10,3.5,Live
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,60,20,30,10,Live
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,60,12,6,2.6,Live
17,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,60,8,7,1,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,40,40,10,0.7,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Piper pedicilatum,Piperaceae,40,20,7,1.3,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Strobilanthes cellosa,Acanthaceae,40,1,1,1.3,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,40,20,7,0.8,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Chimonobambusa callosa,Gramineae,40,30,15,1.8,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,40,4,2,1.5,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,40,4,2,1,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Boehmeria platyphylla,Urticaceae,40,15,3,0.8,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,40,25,13,1.6,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Elatostema sessile,Urticaceae,40,25,6,0.7,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Boehmeria cylindrica,Urticaceae,40,10,3,0.6,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Sarcoclamys pulcherrima,Urticaceae,40,120,12,0.25,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Strobilanthes cellosa,Acanthaceae,40,15,5,0.8,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Mitrephora harai,Annoceae,40,15,9,4.8,Live
18,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,225,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,30,35,6,0.7,Live
18,1696,27.085629,90.378053,15,16.41,2145.84,882.18,2302.69,135,Cool broadleaved forest (1500-3000),,,60,0,0,0.7,
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,Warm broad leaved forest (500-1500),Agerati Adenophora,Compositae,30,77,13,1.3,Live
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,Warm broad leaved forest (500-1500),Murraya paniculata,Rutaceae,30,16,6,0.8,Live
22,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,45,Warm broad leaved forest (500-1500),Calamus flagellum,Arecaceae (Palmae),30,30,6,0.8,Live
