file,path,sha256
gamma_diversity.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/gamma_diversity.csv,fbfe2437ae0208f4662277289ac81a5bc1126902198291e0866e9e163efa87db
indicator_species_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/indicator_species_summary.csv,e598ad58686781c1c0f88ce621ef5f698dd2664a2924a5f493f3abefdfe4676e
matrix_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/matrix_summary.csv,1b1f6a1eeb8cea3ef305f7e71a578ff01a77bbd5d7846ebb7574106090b697a7
ml_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/ml_summary.csv,e523b8bcc64eb65580aaad3162f7f1a64e597745c55936599570e0619fd737e0
nmds_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/nmds_summary.csv,afc594ed34d9e5dbdedfc153d7358bb49044b2da5367c360c57e9a7a0ce06a07
permanova_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/permanova_summary.csv,1ff4cb97cf91d6f12d392d2385b489ae9a10b9922cbb8c97cccaefab072114d3
plot_inventory.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/plot_inventory.csv,43ced8083bada43674d428a4ee1efdcfe4610a41b4736d53174cf86d520129a5
plots_missing_env_data.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/plots_missing_env_data.csv,3e554c173af27f58d3061d850a84d47217714e39edf509115037e25b6da54e6b
regeneration_metrics.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/regeneration_metrics.csv,8f3ef113799ead0d7b3728cdb95bad57a1ebc9d7682af1b83d3268394cc7f67d
rf_importance.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/rf_importance.csv,e1ecde5a95a30a999a834d8c47e11c2d042eb7b462a34d77b2de8ce087fcc1ef
species_accumulation.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/species_accumulation.csv,00b5e86008b8a97e5a1654e834222e8d5b1f69e623327601a0839ee1486675e7
Table01_data_qc_summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/Table01_data_qc_summary.csv,210b755f5bdd78f02b71b11688939d8c51a54d1a1a69819985611c3e13e8e9c0
vif_herbs.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/vif_herbs.csv,9dcd360c59b1915f084de14d84cd98bdad730b9b9481837934f20cbe985d662b
vif_regen.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/vif_regen.csv,15e84c6a95d90e60fe7b1d34f2df30419c6610fbdc886103e00343c800bbbd5c
vif_shrubs.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/vif_shrubs.csv,55c6381023c08def999902a1bef025a6b7d86f057ff2c38a13f9f214780e43c2
vif_trees.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/vif_trees.csv,5347ac11a813437406480c992f48b12054283df94f9416747b94b2b547f97fee
xgb_importance.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/tables/xgb_importance.csv,ff6769ec1ca2eafe60be9c6e3a15eecca50ae29268f2097efc982e0be9f0e50a
herbs_mat.rds,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/data_processed/herbs_mat.rds,1614e74c312ba72bd4cd594f4869072c02362cc61738f4ad4af6f7b74abc2d69
regen_mat.rds,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/data_processed/regen_mat.rds,083a735a0523bcaa1f0b02288b819e22f73a1ebc6ddd462af897b6b51800a3ea
shrubs_mat.rds,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/data_processed/shrubs_mat.rds,192d5b73037f755b6b6a60f8333edba6e8d90e1aaa2fdc047c6050a072c2dcd6
trees_mat.rds,D:/2025-2026/Vegetation_Ecology/03_analysis/03_outputs/data_processed/trees_mat.rds,2bc7fd955dc662dde71582a27e561727437d9f28df867561ea1cd8c61615c6cc
Figure01_NMDS.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure01_NMDS.png,8cc1e4a903cf1e78b750b11fa1a8bd0ca0f2ff3e600167c76abee5f6f6ce8499
Figure02_Diversity.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure02_Diversity.png,7004ccb3ace560b6dafee70d3aa323b5f31014b1e043e784128835326039accb
Figure03_SpeciesAccumulation.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure03_SpeciesAccumulation.png,5100b54aaf55a735e25db692ced9d66f08aa7991b1e4d3eafdc30ee349978bef
Figure04_CCA.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure04_CCA.png,608d892e98d7e94d777647d0cd61fdabd6530d70a0017a5355f13757f473d1c8
Figure05_RF_Importance.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure05_RF_Importance.png,b2c0e241057e9e8ca9b36edba7462dfa679b3ba4e3f6cac5a701795745d2a2a6
Figure06_Diversity_Elevation.png,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/01_figures/Figure06_Diversity_Elevation.png,4e4d20147d3e9ce76eaa8e0c1b7d0a25fbce9b7631d6f899212d123927df5d7a
Table01_QC_Summary.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table01_QC_Summary.csv,210b755f5bdd78f02b71b11688939d8c51a54d1a1a69819985611c3e13e8e9c0
Table02_PERMANOVA.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table02_PERMANOVA.csv,1ff4cb97cf91d6f12d392d2385b489ae9a10b9922cbb8c97cccaefab072114d3
Table03_CCA.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table03_CCA.csv,1e132a7cfc72a798b56fc31f19024852c0fd8353064a2221b7ec3a75626c9e2f
Table04_Diversity.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table04_Diversity.csv,c5debdde4ee650a70e51497de4e7f8bcac6af5ed1934907158ca6f66165cda72
Table05_Indicators.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table05_Indicators.csv,66d126ba8abfd936d02647ebe1df84038fedd82f4f050bb195ea95ac1899964a
Table06_ML_Performance.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/02_tables/Table06_ML_Performance.csv,6d086cdb517212afdc17f441bfec2b8b783c4017ac0960d570233ddf18c89e0d
TableS1_VIF_all_strata.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS1_VIF_all_strata.csv,e3d5e21653ebd5755ffe781dfc157852f805a36ed958235c284a5e98dda7f058
TableS10_matrix_diagnostics.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS10_matrix_diagnostics.csv,1b1f6a1eeb8cea3ef305f7e71a578ff01a77bbd5d7846ebb7574106090b697a7
TableS2_PERMANOVA_full.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS2_PERMANOVA_full.csv,1ff4cb97cf91d6f12d392d2385b489ae9a10b9922cbb8c97cccaefab072114d3
TableS3_envfit_all.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS3_envfit_all.csv,b1abe94aa4c7b3ee14409ff50b2d345ef5765670284db3d6def214b8519ef408
TableS4_indicator_species_full.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS4_indicator_species_full.csv,0d587635b7c281cc8ab0168180958e1e6be5c0822dd5eb1814cd85d5ff02187a
TableS5_ML_parameters.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS5_ML_parameters.csv,c6b665506833cf57ccd0f1f5c0eedac550112d3fde2f0174bd8300ba1dbef9a0
TableS6_variable_importance.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS6_variable_importance.csv,a2c4e36132b063df2f37639896ad30930575106ad71f8826f4864484d23dd553
TableS7_CV_fold_results.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS7_CV_fold_results.csv,a552f406409da8b01ca4b17e1267c31253c4304c5cd31eac81b6f886e5962b89
TableS8_diversity_correlations.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS8_diversity_correlations.csv,3b50408c23b9b42f572e03b839ab083213de8c7b4209bb0020d9e5a00cba2c2f
TableS9_beta_diversity.csv,D:/2025-2026/Vegetation_Ecology/03_analysis/06_stage3/04_supplementary/TableS9_beta_diversity.csv,5abacfe16ddd5422dfce5966e7e6f4c60e220eb0113c9ad58d257095f1714405
