plot_id,trees,shrubs,herbs,regen,env
52,TRUE,TRUE,TRUE,TRUE,TRUE
53,TRUE,TRUE,TRUE,TRUE,TRUE
54,TRUE,TRUE,TRUE,TRUE,TRUE
55,TRUE,TRUE,TRUE,TRUE,TRUE
56,TRUE,TRUE,TRUE,TRUE,TRUE
57,TRUE,TRUE,TRUE,TRUE,TRUE
58,TRUE,TRUE,TRUE,TRUE,TRUE
59,TRUE,TRUE,TRUE,TRUE,TRUE
6,TRUE,TRUE,TRUE,TRUE,TRUE
60,TRUE,TRUE,TRUE,TRUE,TRUE
61,TRUE,TRUE,TRUE,TRUE,TRUE
62,TRUE,TRUE,TRUE,TRUE,TRUE
63,TRUE,TRUE,TRUE,TRUE,TRUE
64,TRUE,TRUE,TRUE,TRUE,TRUE
65,TRUE,TRUE,TRUE,TRUE,TRUE
66,TRUE,TRUE,TRUE,TRUE,TRUE
67,TRUE,TRUE,TRUE,TRUE,TRUE
68,TRUE,TRUE,TRUE,TRUE,TRUE
69,TRUE,TRUE,TRUE,TRUE,TRUE
7,TRUE,TRUE,TRUE,TRUE,TRUE
70,TRUE,TRUE,TRUE,TRUE,TRUE
71,TRUE,TRUE,TRUE,TRUE,TRUE
72,TRUE,TRUE,TRUE,TRUE,TRUE
73,TRUE,TRUE,TRUE,TRUE,TRUE
74,TRUE,TRUE,TRUE,TRUE,TRUE
75,TRUE,TRUE,TRUE,TRUE,TRUE
76,TRUE,TRUE,TRUE,TRUE,TRUE
77,TRUE,TRUE,TRUE,TRUE,TRUE
78,TRUE,TRUE,TRUE,TRUE,TRUE
79,TRUE,TRUE,TRUE,TRUE,TRUE
8,TRUE,TRUE,TRUE,TRUE,TRUE
80,TRUE,TRUE,TRUE,TRUE,TRUE
81,TRUE,TRUE,FALSE,FALSE,TRUE
82,TRUE,TRUE,TRUE,TRUE,TRUE
83,TRUE,TRUE,TRUE,TRUE,TRUE
84,TRUE,TRUE,TRUE,TRUE,TRUE
85,TRUE,TRUE,TRUE,TRUE,TRUE
86,TRUE,TRUE,TRUE,TRUE,TRUE
87,TRUE,TRUE,TRUE,TRUE,TRUE
88,TRUE,TRUE,TRUE,TRUE,TRUE
89,TRUE,TRUE,TRUE,TRUE,TRUE
9,TRUE,TRUE,TRUE,TRUE,TRUE
90,TRUE,TRUE,TRUE,TRUE,TRUE
91,TRUE,TRUE,TRUE,TRUE,TRUE
92,TRUE,TRUE,TRUE,TRUE,TRUE
93,TRUE,TRUE,TRUE,TRUE,TRUE
94,TRUE,TRUE,TRUE,TRUE,TRUE
95,TRUE,TRUE,TRUE,TRUE,TRUE
96,TRUE,TRUE,TRUE,TRUE,TRUE
97,TRUE,TRUE,TRUE,TRUE,TRUE
98,TRUE,TRUE,TRUE,TRUE,TRUE
99,TRUE,TRUE,TRUE,TRUE,TRUE
