plot_id,stratum,richness,abundance,shannon,simpson,inv_simpson,evenness,elevation,latitude,longitude,slope,temperature,precipitation,eto,water_balance,aspect
188,Trees,6,11,1.540305825226517,0.7272727272727273,3.666666666666667,0.8596610491977074,1318,27.017551,90.507153,18,18.34,2507.4,915.06,2416.77,8
189,Trees,8,10,2.0253262207700677,0.86,7.142857142857142,0.9739760316291209,723,27.019702,90.541347,42,21.61,2028.16,989.88,1865.33,2
19,Trees,1,1,0,0,1,NA,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,8
190,Trees,6,12,1.5832584594204766,0.75,4,0.8836333707797247,761,27.019997,90.545508,29,21.4,2266.11,985.2,2156.38,6
191,Trees,5,12,1.3522093992338282,0.6944444444444444,3.2727272727272725,0.8401749385838427,750,27.020317,90.549593,32,21.46,2206.24,986.64,2086.46,3
192,Trees,3,6,0.8675632284814612,0.5,2,0.7896900821428474,855,27.017196,90.559462,52,20.88,1864.12,972.86,1639.87,5
193,Trees,7,8,1.9061547465398494,0.84375,6.4,0.9795697645470609,911,27.01715,90.56438,30,20.57,2262.63,965.85,2134.91,6
194,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,500,26.829513,90.185009,45,22.44,3816.01,977.61,2514.82,7
195,Trees,7,8,1.9061547465398494,0.84375,6.4,0.9795697645470609,375,26.827862,90.187711,6,23.13,4862.74,992.89,3402.39,4
196,Trees,7,12,1.791759469228055,0.8055555555555556,5.142857142857143,0.9207822211616018,358,26.829701,90.190326,5,23.22,4863.99,995.4,3418.58,4
197,Trees,5,8,1.559581156259877,0.78125,4.571428571428571,0.9690222556651344,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,8
198,Trees,1,1,0,0,1,NA,1003,27.009519,90.582475,27,20.05,2370.54,952.73,2220.1,7
199,Trees,5,9,1.5229550675313184,0.7654320987654322,4.2631578947368425,0.946265187221801,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,4
2,Trees,2,7,0.6829081047004717,0.48979591836734704,1.9600000000000004,0.9852281360342515,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,5
20,Trees,1,1,0,0,1,NA,1639,26.943504,90.459066000000007,20,16.43,3092.75,859.3,2617.21,6
200,Trees,9,14,2.069202465820362,0.8571428571428572,7,0.9417346261113355,1964,27.018803,90.614084,25,14.81,2335.57,834.57,2212.61,7
201,Trees,1,20,0,0,1,NA,1540,27.0121,90.611801,25,17.12,2384.04,886.15,2240.55,4
202,Trees,10,18,2.106170916206464,0.8518518518518519,6.75,0.9146984068535835,278,26.83578,90.195452,4,23.67,4805.63,1006.68,3421.4,8
203,Trees,7,9,1.8310204811135162,0.8148148148148149,5.4,0.9409583900892994,1495,27.015498,90.604808,29,17.37,2284.11,892.5,2142.14,6
204,Trees,3,16,0.7029189307735104,0.3984375,1.6623376623376624,0.6398243839286435,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,2
205,Trees,1,1,0,0,1,NA,1337,27.001902,90.597047,25,18.21,2462.64,909.38,2280.35,1
206,Trees,3,8,0.7356219397587946,0.40625,1.6842105263157894,0.6695919455357792,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,8
207,Trees,9,10,2.1639556568820564,0.88,8.333333333333332,0.9848586617875463,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,6
208,Trees,8,11,1.9722469794234416,0.8429752066115703,6.36842105263158,0.948450312207479,268,26.838174,90.19906,0,23.73,4882.69,1008.44,3503.22,4
209,Trees,5,7,1.5498260458782016,0.7755102040816326,4.454545454545455,0.9629610647945144,1735,27.023697,90.619164,29,16.07,2224.01,864.23,2108.3,7
21,Trees,1,1,0,0,1,NA,1615,27.03769,90.428029,3,16.76,2684.77,882.18,2711.98,8
210,Trees,4,6,1.3296613488547582,0.7222222222222222,3.5999999999999996,0.9591479170272448,405,26.918404,90.491804,7,23.14,3634.63,1008.25,2997.97,5
211,Trees,3,6,1.0986122886681096,0.6666666666666667,3,0.9999999999999998,450,26.921374,90.491924,27,22.9,3139.15,1003.25,2535.86,5
212,Trees,7,8,1.9061547465398494,0.84375,6.4,0.9795697645470609,435,26.923953,90.491011,27,22.99,3114.3,1005.67,2528.16,5
213,Trees,6,7,1.7478680974667573,0.8163265306122449,5.444444444444445,0.9755037590061084,470,26.927284,90.487684,28,22.81,3060.91,1002,2495.5,4
214,Trees,3,5,0.9502705392332347,0.56,2.272727272727273,0.8649735207179272,386,26.91272,90.484821,25,23.24,3272.39,1009.43,2611.65,4
215,Trees,10,11,2.2718685126965625,0.8925619834710744,9.307692307692307,0.9866599586738648,469,26.916587,90.483691,28,22.79,3165.94,999.87,2530.74,2
216,Trees,5,6,1.5607104090414063,0.7777777777777778,4.5,0.9697238998682473,957,26.916587,90.483691,5,20.12,3704.75,938.87,3043.71,1
22,Trees,9,12,2.0947290475276485,0.8611111111111112,7.199999999999999,0.9533522741071692,1587,27.034607,90.425941,24,16.9,2288.43,885.03,2248.21,3
23,Trees,6,19,1.4301030049597612,0.703601108033241,3.373831775700935,0.7981556841309138,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,6
24,Trees,2,4,0.6931471805599453,0.5,2,1,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,7
25,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,6
26,Trees,8,13,1.9512595041439562,0.8402366863905325,6.259259259259259,0.9383574700386479,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,6
27,Trees,4,7,1.277034259466139,0.6938775510204083,3.266666666666667,0.9211854965885543,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,6
28,Trees,1,14,0,0,1,NA,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,6
29,Trees,4,11,1.2406842919533958,0.6776859504132231,3.1025641025641026,0.8949645376549995,1380,27.055521,90.462233,34,18.08,1962.54,915.32,1947.47,2
3,Trees,3,6,1.0986122886681096,0.6666666666666667,3,0.9999999999999998,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,3
30,Trees,6,10,1.6094379124341003,0.76,4.166666666666666,0.8982444017039272,1343,27.058988,90.460721,15,18.29,2291.52,920.68,2366.83,7
31,Trees,2,9,0.5297061990576545,0.345679012345679,1.5283018867924527,0.7642045065086203,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,1
32,Trees,6,16,1.5607002228431979,0.7578125,4.129032258064516,0.8710433792296884,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,7
33,Trees,5,10,1.5047882836811908,0.76,4.166666666666667,0.9349775297671233,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,1
34,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,8
35,Trees,6,18,1.5127633969661096,0.7407407407407407,3.857142857142857,0.8442893273045486,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,6
36,Trees,2,7,0.410116318288409,0.24489795918367352,1.3243243243243243,0.5916727785823274,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,2
37,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1482,27.05384,90.465645,31,17.52,2025.6,902.22,2018.13,4
38,Trees,7,7,1.9459101490553132,0.8571428571428572,7,1,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,3
39,Trees,5,9,1.303092403761719,0.6419753086419753,2.7931034482758617,0.809656833416415,382,26.903852,90.436092,4,23.24,3882.6,1008.05,3129.49,4
4,Trees,1,6,0,0,1,NA,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,5
40,Trees,5,13,1.3114313374732374,0.6745562130177514,3.0727272727272723,0.8148381042483582,401,26.907853,90.435609,4,23.15,3838.29,1006.52,3116.66,4
41,Trees,6,23,1.483124116028697,0.722117202268431,3.598639455782313,0.8277473296500408,353,26.898976,90.433494,0,23.39,4039.34,1010.65,3236.6,2
42,Trees,2,19,0.4361623253853443,0.2659279778393353,1.3622641509433964,0.6292492238560347,493,26.91453,90.444251,10,22.65,3617.01,996.43,2955.89,4
43,Trees,7,14,1.8095142558492818,0.8163265306122449,5.444444444444445,0.9299063765753789,563,26.915837,90.440172,20,22.27,3368.2,987.96,2726.02,5
44,Trees,9,14,2.0449311748495913,0.8469387755102041,6.533333333333334,0.930688285550101,517,26.918264,90.436432,20,22.53,3344.54,994.22,2720.1,8
45,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,515,26.924954,90.432194,35,22.56,2944.05,995.88,2361.17,4
46,Trees,7,7,1.9459101490553132,0.8571428571428572,7,1,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,1
47,Trees,2,6,0.45056120886630463,0.2777777777777777,1.3846153846153844,0.6500224216483541,644,26.92597,90.420319,13,21.85,3433.89,979.97,2856.99,6
48,Trees,10,14,2.2055983590263937,0.8775510204081632,8.166666666666668,0.95787919662003,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,4
49,Trees,6,10,1.6957425341696346,0.8,5,0.9464119282150146,1534,27.024978,90.394243,15,17.17,2540.37,889.62,2492.72,3
5,Trees,12,13,2.4583113296830836,0.9112426035502958,11.266666666666666,0.9892972558517699,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,6
50,Trees,4,14,0.7549967581308246,0.3673469387755103,1.5806451612903227,0.5446150394212924,1656,27.019355,90.393969,16,16.49,2561.5,873.19,2486.36,3
51,Trees,3,10,0.639031859650177,0.33999999999999986,1.515151515151515,0.5816718657178868,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,3
52,Trees,9,11,2.1458417525947544,0.8760330578512396,8.066666666666666,0.9766146686727132,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,3
53,Trees,2,6,0.45056120886630463,0.2777777777777777,1.3846153846153844,0.6500224216483541,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,3
54,Trees,7,10,1.7480673485460894,0.78,4.545454545454545,0.8983289127685206,1257,27.032674,90.398707,4,18.71,2708.12,925.87,2719.36,3
55,Trees,3,5,1.0549201679861442,0.6399999999999999,2.7777777777777772,0.9602297178607612,1345,27.030486,90.394509,15,18.22,2500.56,914.41,2477.78,5
56,Trees,9,11,2.1458417525947544,0.8760330578512396,8.066666666666666,0.9766146686727132,1401,27.028993,90.388953,6,17.91,2696.28,907.1,2686.85,3
57,Trees,4,7,1.277034259466139,0.6938775510204083,3.266666666666667,0.9211854965885543,1505,27.02561,90.384529,11,17.33,2619.34,893.38,2584.51,5
58,Trees,1,12,0,0,1,NA,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,3
59,Trees,7,11,1.7677614722893296,0.7933884297520661,4.84,0.9084496903145964,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,3
6,Trees,4,7,1.1537419427010902,0.6122448979591837,2.5789473684210527,0.8322488896002307,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,7
60,Trees,5,13,1.1786549963416462,0.5798816568047337,2.380281690140845,0.7323395250202963,1217,26.944349,90.48686,35,18.75,2753.67,912.23,2272.87,5
61,Trees,14,17,2.588573162682118,0.9204152249134948,12.565217391304348,0.9808703788407277,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,1
62,Trees,6,6,1.791759469228055,0.8333333333333334,6,1,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,5
63,Trees,4,6,1.242453324894,0.6666666666666667,3,0.8962406251802889,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,1
64,Trees,10,16,2.0140355237092673,0.8125,5.333333333333333,0.8746845143040606,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,5
65,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,3
66,Trees,6,7,1.7478680974667573,0.8163265306122449,5.444444444444445,0.9755037590061084,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,3
67,Trees,8,11,2.0198149924929463,0.859504132231405,7.117647058823529,0.9713256910609176,1220,27.03528,90.381268,8,18.92,2610.82,931.05,2626.57,3
68,Trees,4,10,1.0888999753452238,0.5800000000000001,2.380952380952381,0.7854752972273344,1220,27.036181,90.387166,12,18.92,2521.89,931.24,2531.49,5
69,Trees,9,11,2.1458417525947544,0.8760330578512396,8.066666666666666,0.9766146686727132,1621,27.085516,90.368604,15,16.82,2148.59,891.53,2307.01,8
7,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,5
70,Trees,3,8,1.0821955300387673,0.65625,2.909090909090909,0.9850568223215079,1716,27.087666,90.366042,17,16.3,2099.72,880.11,2254.43,7
